file,pipeline,horizon,model,site,n,q_pool,n90_pool,mae90_pool_thr,q_site,n90_site,mae90_site_thr
tabular_h24_seasonal_naive_24h.csv,tabular,h24,seasonal_naive_24h,Tema Community 3 SSNIT Flat,672,59.6,64,43.1884765625,58.37,68,41.85974264705882
tabular_h24_seasonal_naive_24h.csv,tabular,h24,seasonal_naive_24h,"Tema Community 7, Royal School",673,59.6,68,35.7595588235294,59.66,68,35.7595588235294
tabular_h24_seasonal_naive_24h.csv,tabular,h24,seasonal_naive_24h,Tema Port,673,59.6,50,31.996000000000002,55.98,68,27.151470588235295
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,Tema Community 25 Estate,673,59.6,13,42.92307692307692,43.3,70,
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,Tema Community 3 SSNIT Flat,672,59.6,64,41.6703125,58.37,68,40.17205882352941
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,"Tema Community 7, Royal School",673,59.6,68,31.5,59.66,68,31.5
tabular_h24_seasonal_naive_336h.csv,tabular,h24,seasonal_naive_336h,Tema Port,673,59.6,50,,55.98,68,
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,Tema Community 25 Estate,673,59.6,13,49.223076923076924,43.3,70,
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,Tema Community 3 SSNIT Flat,672,59.6,64,49.06406249999999,58.37,68,48.1485294117647
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,"Tema Community 7, Royal School",673,59.6,68,37.235294117647065,59.66,68,37.235294117647065
tabular_h24_seasonal_naive_672h.csv,tabular,h24,seasonal_naive_672h,Tema Port,673,59.6,50,35.01,55.98,68,32.275000000000006
tabular_h24_xgboost.csv,tabular,h24,xgboost,"Divine healer's Church, Bethlehem",673,59.6,104,18.47666427905743,65.1,69,19.472138501595758
tabular_h24_xgboost.csv,tabular,h24,xgboost,"Satet International School, Tema Manhean",673,59.6,107,26.57076095866266,69.6,69,30.346164437998898
tabular_h24_xgboost.csv,tabular,h24,xgboost,Tema Community 25 Estate,673,59.6,13,25.189624874408427,43.3,70,14.690495223999022
tabular_h24_xgboost.csv,tabular,h24,xgboost,Tema Community 3 SSNIT Flat,672,59.6,64,26.765816962718965,58.37,68,26.15195202546961
tabular_h24_xgboost.csv,tabular,h24,xgboost,"Tema Community 7, Royal School",673,59.6,68,22.425533552730784,59.66,68,22.425533552730784
tabular_h24_xgboost.csv,tabular,h24,xgboost,Tema Port,673,59.6,50,19.345153846740722,55.98,68,16.13007154464722
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,"Divine healer's Church, Bethlehem",673,59.6,104,22.5011974346122,65.1,69,29.825489965583095
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,"Satet International School, Tema Manhean",673,59.6,107,27.339837747435467,69.6,69,35.79979246002841
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,Tema Community 25 Estate,673,59.6,13,38.733922194426086,43.3,70,14.413996330671095
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,Tema Community 3 SSNIT Flat,672,59.6,64,34.35529766097276,58.37,68,32.92039274328319
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,"Tema Community 7, Royal School",673,59.6,68,25.144110837164785,59.66,68,25.144110837164785
tabular_h336_linear_svr.csv,tabular,h336,linear_svr,Tema Port,673,59.6,50,21.866554735628657,55.98,68,18.749612880280793
tabular_h336_naive_level.csv,tabular,h336,naive_level,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h336_naive_level.csv,tabular,h336,naive_level,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h336_naive_level.csv,tabular,h336,naive_level,Tema Community 25 Estate,673,59.6,13,43.66153846153846,43.3,70,
tabular_h336_naive_level.csv,tabular,h336,naive_level,Tema Community 3 SSNIT Flat,672,59.6,64,37.4859375,58.37,68,36.06029411764706
tabular_h336_naive_level.csv,tabular,h336,naive_level,"Tema Community 7, Royal School",673,59.6,68,31.288235294117644,59.66,68,31.288235294117644
tabular_h336_naive_level.csv,tabular,h336,naive_level,Tema Port,673,59.6,50,,55.98,68,
tabular_h336_rf.csv,tabular,h336,rf,"Divine healer's Church, Bethlehem",673,59.6,104,22.61366084901982,65.1,69,28.902704018772017
tabular_h336_rf.csv,tabular,h336,rf,"Satet International School, Tema Manhean",673,59.6,107,27.305828737905017,69.6,69,35.711098253238156
tabular_h336_rf.csv,tabular,h336,rf,Tema Community 25 Estate,673,59.6,13,19.620908089567333,43.3,70,12.731255256600418
tabular_h336_rf.csv,tabular,h336,rf,Tema Community 3 SSNIT Flat,672,59.6,64,29.513688586770826,58.37,68,28.012513686241824
tabular_h336_rf.csv,tabular,h336,rf,"Tema Community 7, Royal School",673,59.6,68,19.830582185165888,59.66,68,19.830582185165888
tabular_h336_rf.csv,tabular,h336,rf,Tema Port,673,59.6,50,20.804140446956485,55.98,68,18.23277217483712
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,"Divine healer's Church, Bethlehem",673,59.6,104,22.131772167185012,65.1,69,29.87647880338281
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,"Satet International School, Tema Manhean",673,59.6,107,26.136821689784348,69.6,69,32.97019763985897
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,Tema Community 25 Estate,673,59.6,13,40.92832949111457,43.3,70,15.471684921942208
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,Tema Community 3 SSNIT Flat,672,59.6,64,32.60785737577652,58.37,68,31.03744430859171
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,"Tema Community 7, Royal School",673,59.6,68,23.92655428188673,59.66,68,23.92655428188673
tabular_h336_ridge_ar_lag_fourier.csv,tabular,h336,ridge_ar_lag_fourier,Tema Port,673,59.6,50,21.87231777241952,55.98,68,18.365483069465064
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,Tema Community 25 Estate,673,59.6,13,45.19230769230769,43.3,70,
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,Tema Community 3 SSNIT Flat,672,59.6,64,44.3546875,58.37,68,43.46029411764706
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,"Tema Community 7, Royal School",673,59.6,68,35.725,59.66,68,35.725
tabular_h336_seasonal_naive_168h.csv,tabular,h336,seasonal_naive_168h,Tema Port,673,59.6,50,,55.98,68,
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,Tema Community 25 Estate,673,59.6,13,42.92307692307692,43.3,70,
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,Tema Community 3 SSNIT Flat,672,59.6,64,41.6703125,58.37,68,40.17205882352941
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,"Tema Community 7, Royal School",673,59.6,68,31.5,59.66,68,31.5
tabular_h336_seasonal_naive_24h.csv,tabular,h336,seasonal_naive_24h,Tema Port,673,59.6,50,,55.98,68,
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,Tema Community 25 Estate,673,59.6,13,,43.3,70,
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,Tema Community 3 SSNIT Flat,672,59.6,64,48.368750000000006,58.37,68,47.21029411764706
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,"Tema Community 7, Royal School",673,59.6,68,37.54117647058824,59.66,68,37.54117647058824
tabular_h336_seasonal_naive_336h.csv,tabular,h336,seasonal_naive_336h,Tema Port,673,59.6,50,,55.98,68,
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,"Divine healer's Church, Bethlehem",673,59.6,104,34.40865384615385,65.1,69,40.265217391304354
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,"Satet International School, Tema Manhean",673,59.6,107,42.192523364485986,69.6,69,49.31159420289855
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,Tema Community 25 Estate,673,59.6,13,49.94615384615385,43.3,70,28.894285714285715
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,Tema Community 3 SSNIT Flat,672,59.6,64,46.284375,58.37,68,45.692647058823525
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,"Tema Community 7, Royal School",673,59.6,68,38.27941176470589,59.66,68,38.27941176470589
tabular_h336_seasonal_naive_672h.csv,tabular,h336,seasonal_naive_672h,Tema Port,673,59.6,50,33.764,55.98,68,29.69705882352941
tabular_h336_xgboost.csv,tabular,h336,xgboost,"Divine healer's Church, Bethlehem",673,59.6,104,17.487210251734805,65.1,69,21.162415125750112
tabular_h336_xgboost.csv,tabular,h336,xgboost,"Satet International School, Tema Manhean",673,59.6,107,24.599197148831095,69.6,69,28.49646921019623
tabular_h336_xgboost.csv,tabular,h336,xgboost,Tema Community 25 Estate,673,59.6,13,16.702870530348562,43.3,70,16.99194884163993
tabular_h336_xgboost.csv,tabular,h336,xgboost,Tema Community 3 SSNIT Flat,672,59.6,64,25.343805289268495,58.37,68,24.889807241103227
tabular_h336_xgboost.csv,tabular,h336,xgboost,"Tema Community 7, Royal School",673,59.6,68,16.550376207688274,59.66,68,16.550376207688274
tabular_h336_xgboost.csv,tabular,h336,xgboost,Tema Port,673,59.6,50,17.62010269165039,55.98,68,15.716945934295651
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,"Divine healer's Church, Bethlehem",673,59.6,104,21.960469288973172,65.1,69,24.479699685979245
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,"Satet International School, Tema Manhean",673,59.6,107,29.373834197232473,69.6,69,35.3585083611612
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,Tema Community 25 Estate,673,59.6,13,20.262044697219718,43.3,70,19.658612923666105
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,Tema Community 3 SSNIT Flat,672,59.6,64,35.587849967479315,58.37,68,34.61320081176698
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,"Tema Community 7, Royal School",673,59.6,68,26.417054881795828,59.66,68,26.417054881795828
tabular_h672_linear_svr.csv,tabular,h672,linear_svr,Tema Port,673,59.6,50,19.862256024198796,55.98,68,18.667331616514982
tabular_h672_naive_level.csv,tabular,h672,naive_level,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h672_naive_level.csv,tabular,h672,naive_level,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h672_naive_level.csv,tabular,h672,naive_level,Tema Community 25 Estate,673,59.6,13,,43.3,70,
tabular_h672_naive_level.csv,tabular,h672,naive_level,Tema Community 3 SSNIT Flat,672,59.6,64,48.368750000000006,58.37,68,47.21029411764706
tabular_h672_naive_level.csv,tabular,h672,naive_level,"Tema Community 7, Royal School",673,59.6,68,37.54117647058824,59.66,68,37.54117647058824
tabular_h672_naive_level.csv,tabular,h672,naive_level,Tema Port,673,59.6,50,,55.98,68,
tabular_h672_rf.csv,tabular,h672,rf,"Divine healer's Church, Bethlehem",673,59.6,104,22.283493320713564,65.1,69,29.553925063938006
tabular_h672_rf.csv,tabular,h672,rf,"Satet International School, Tema Manhean",673,59.6,107,28.067715292752226,69.6,69,33.355503742562895
tabular_h672_rf.csv,tabular,h672,rf,Tema Community 25 Estate,673,59.6,13,32.16545079879666,43.3,70,16.737739975434184
tabular_h672_rf.csv,tabular,h672,rf,Tema Community 3 SSNIT Flat,672,59.6,64,39.35962169165272,58.37,68,38.228255195738534
tabular_h672_rf.csv,tabular,h672,rf,"Tema Community 7, Royal School",673,59.6,68,25.268847338652897,59.66,68,25.268847338652897
tabular_h672_rf.csv,tabular,h672,rf,Tema Port,673,59.6,50,26.227934641521404,55.98,68,23.32215166682957
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,"Divine healer's Church, Bethlehem",673,59.6,104,28.30744537472688,65.1,69,35.16236855282075
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,"Satet International School, Tema Manhean",673,59.6,107,31.92063335075862,69.6,69,37.733495350179794
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,Tema Community 25 Estate,673,59.6,13,41.22179068260285,43.3,70,26.78677914401959
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,Tema Community 3 SSNIT Flat,672,59.6,64,42.73369419109728,58.37,68,41.21426599593949
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,"Tema Community 7, Royal School",673,59.6,68,31.248518531925356,59.66,68,31.248518531925356
tabular_h672_ridge_ar_lag_fourier.csv,tabular,h672,ridge_ar_lag_fourier,Tema Port,673,59.6,50,30.642602734801958,55.98,68,27.549646147970527
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,Tema Community 25 Estate,673,59.6,13,,43.3,70,
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,Tema Community 3 SSNIT Flat,672,59.6,64,46.543749999999996,58.37,68,45.21029411764706
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,"Tema Community 7, Royal School",673,59.6,68,37.963235294117645,59.66,68,37.963235294117645
tabular_h672_seasonal_naive_168h.csv,tabular,h672,seasonal_naive_168h,Tema Port,673,59.6,50,,55.98,68,
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,"Divine healer's Church, Bethlehem",673,59.6,104,,65.1,69,
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,"Satet International School, Tema Manhean",673,59.6,107,,69.6,69,
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,Tema Community 25 Estate,673,59.6,13,49.223076923076924,43.3,70,
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,Tema Community 3 SSNIT Flat,672,59.6,64,49.06406249999999,58.37,68,48.1485294117647
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,"Tema Community 7, Royal School",673,59.6,68,37.235294117647065,59.66,68,37.235294117647065
tabular_h672_seasonal_naive_24h.csv,tabular,h672,seasonal_naive_24h,Tema Port,673,59.6,50,35.01,55.98,68,32.275000000000006
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,"Divine healer's Church, Bethlehem",673,59.6,104,34.40865384615385,65.1,69,40.265217391304354
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,"Satet International School, Tema Manhean",673,59.6,107,42.192523364485986,69.6,69,49.31159420289855
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,Tema Community 25 Estate,673,59.6,13,49.94615384615385,43.3,70,28.894285714285715
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,Tema Community 3 SSNIT Flat,672,59.6,64,46.284375,58.37,68,45.692647058823525
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,"Tema Community 7, Royal School",673,59.6,68,38.27941176470589,59.66,68,38.27941176470589
tabular_h672_seasonal_naive_336h.csv,tabular,h672,seasonal_naive_336h,Tema Port,673,59.6,50,33.764,55.98,68,29.69705882352941
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,"Divine healer's Church, Bethlehem",673,59.6,104,37.95480769230769,65.1,69,45.35797101449275
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,"Satet International School, Tema Manhean",673,59.6,107,40.93551401869158,69.6,69,48.007246376811594
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,Tema Community 25 Estate,673,59.6,13,57.24615384615384,43.3,70,33.771428571428565
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,Tema Community 3 SSNIT Flat,672,59.6,64,52.150000000000006,58.37,68,50.75
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,"Tema Community 7, Royal School",673,59.6,68,42.13529411764706,59.66,68,42.13529411764706
tabular_h672_seasonal_naive_672h.csv,tabular,h672,seasonal_naive_672h,Tema Port,673,59.6,50,39.352,55.98,68,35.45441176470588
tabular_h672_xgboost.csv,tabular,h672,xgboost,"Divine healer's Church, Bethlehem",673,59.6,104,18.644623022813064,65.1,69,23.10090547644574
tabular_h672_xgboost.csv,tabular,h672,xgboost,"Satet International School, Tema Manhean",673,59.6,107,29.230434339291584,69.6,69,33.876611449753035
tabular_h672_xgboost.csv,tabular,h672,xgboost,Tema Community 25 Estate,673,59.6,13,30.386324603740984,43.3,70,19.79782806941441
tabular_h672_xgboost.csv,tabular,h672,xgboost,Tema Community 3 SSNIT Flat,672,59.6,64,37.30530551671981,58.37,68,36.36369372536154
tabular_h672_xgboost.csv,tabular,h672,xgboost,"Tema Community 7, Royal School",673,59.6,68,22.439722711899698,59.66,68,22.439722711899698
tabular_h672_xgboost.csv,tabular,h672,xgboost,Tema Port,673,59.6,50,29.014835010528564,55.98,68,26.27118971488055
